"country","commodity","year","quantity_tonnes","flag_qty","value_usd1000","flag_val"
"Norway","Salmonoids meat, fresh or chilled, nei",1985,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1986,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1987,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1988,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1989,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1990,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1991,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1992,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1993,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1994,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1995,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1996,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1997,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1998,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1999,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2000,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2001,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2002,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2003,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2004,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2005,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2006,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2007,259,"",2371,""
"Norway","Salmonoids meat, fresh or chilled, nei",2008,99,"",1250,""
"Norway","Salmonoids meat, fresh or chilled, nei",2009,145,"",1864,""
"Norway","Salmonoids meat, fresh or chilled, nei",2010,42,"",182,""
"Norway","Salmonoids meat, fresh or chilled, nei",2011,10,"",65,""
"Norway","Salmonoids meat, fresh or chilled, nei",2012,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",2013,20,"",175,""
"Norway","Salmonoids meat, fresh or chilled, nei",2014,3,"",17,""
"Norway","Salmonoids meat, fresh or chilled, nei",2015,2,"",30,""
"Norway","Salmonoids meat, fresh or chilled, nei",2016,2,"",4,""
"Norway","Salmonoids meat, fresh or chilled, nei",2017,4,"",93,""
"Norway","Salmonoids meat, fresh or chilled, nei",2018,9,"",210,""
"Norway","Salmonoids meat, fresh or chilled, nei",2019,9.21,"",202.56,""
"Norway","Salmonoids meat, fresh or chilled, nei",2020,7.68,"",161.61,""
"Norway","Salmonoids meat, fresh or chilled, nei",2021,6.17,"",135.37,""
"Norway","Salmonoids meat, fresh or chilled, nei",2022,5.32,"",100.23,""
"Norway","Salmonoids meat, fresh or chilled, nei",2023,18.93,"",319.45,""
"Norway","Salmonoids meat, fresh or chilled, nei",2024,1.43,"",23.37,""
"Norway","Salmonoids, frozen",1976,0,"N",2,""
"Norway","Salmonoids, frozen",1977,1,"",3,""
"Norway","Salmonoids, frozen",1978,2,"",8,""
"Norway","Salmonoids, frozen",1979,5,"",21,""
"Norway","Salmonoids, frozen",1980,9,"",39,""
"Norway","Salmonoids, frozen",1981,3,"",8,""
"Norway","Salmonoids, frozen",1982,26,"",60,""
"Norway","Salmonoids, frozen",1983,3,"",8,""
"Norway","Salmonoids, frozen",1984,3,"",10,""
"Norway","Salmonoids, frozen",1985,0,"...",0,"N"
"Norway","Salmonoids, frozen",1986,11,"",65,""
"Norway","Salmonoids, frozen",1987,12,"",154,""
"Norway","Salmonoids, frozen",1988,81,"",237,""
"Norway","Salmonoids, frozen",1989,105,"",201,""
"Norway","Salmonoids, frozen",1990,36,"",142,""
"Norway","Salmonoids, frozen",1991,56,"",124,""
"Norway","Salmonoids, frozen",1992,311,"",1716,""
"Norway","Salmonoids, frozen",1993,37,"",104,""
"Norway","Salmonoids, frozen",1994,107,"",306,""
"Norway","Salmonoids, frozen",1995,80,"",385,""
"Norway","Salmonoids, frozen",1996,809,"",655,""
"Norway","Salmonoids, frozen",1997,1140,"",2901,""
"Norway","Salmonoids, frozen",1998,656,"",2572,""
"Norway","Salmonoids, frozen",1999,1819,"",890,""
"Norway","Salmonoids, frozen",2000,1638,"",1122,""
"Norway","Salmonoids, frozen",2001,191,"",371,""
"Norway","Salmonoids, frozen",2002,252,"",426,""
"Norway","Salmonoids, frozen",2003,90,"",268,""
"Norway","Salmonoids, frozen",2004,3,"",8,""
"Norway","Salmonoids, frozen",2005,13026,"",9094,""
"Norway","Salmonoids, frozen",2006,15005,"",10116,""
"Norway","Salmonoids, frozen",2007,11870,"",11692,""
"Norway","Salmonoids, frozen",2008,10672,"",10554,""
"Norway","Salmonoids, frozen",2009,11261,"",9208,""
"Norway","Salmonoids, frozen",2010,11958,"",9174,""
"Norway","Salmonoids, frozen",2011,214,"",255,""
"Norway","Salmonoids, frozen",2012,23,"",139,""
"Norway","Salmonoids, frozen",2013,19,"",112,""
"Norway","Salmonoids, frozen",2014,23,"",145,""
"Norway","Salmonoids, frozen",2015,2,"",8,""
"Norway","Salmonoids, frozen",2016,3,"",11,""
"Norway","Salmonoids, frozen",2017,7,"",32,""
"Norway","Salmonoids, frozen",2018,4,"",19,""
"Norway","Salmonoids, frozen",2019,2,"E",8.05,""
"Norway","Salmonoids, frozen",2020,3.02,"E",13.84,""
"Norway","Salmonoids, frozen",2021,2.5,"",9.51,""
"Norway","Salmonoids, frozen",2022,5.41,"",24.9,""
"Norway","Salmonoids, frozen",2023,34.55,"",197.49,""
"Norway","Salmonoids, frozen",2024,17.71,"",116.78,""
"Norway","Salmons, fresh or chilled, nei",1976,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1977,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1978,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1979,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1980,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1981,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1982,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1983,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1984,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1985,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1986,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1987,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1988,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1989,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1990,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1991,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1992,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1993,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1994,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1995,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1996,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1997,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",1998,1556,"",6342,""
"Norway","Salmons, fresh or chilled, nei",1999,2817,"",11346,""
"Norway","Salmons, fresh or chilled, nei",2000,2098,"",8450,""
"Norway","Salmons, fresh or chilled, nei",2001,1218,"",4197,""
"Norway","Salmons, fresh or chilled, nei",2002,1614,"",5903,""
"Norway","Salmons, fresh or chilled, nei",2003,1779,"",6310,""
"Norway","Salmons, fresh or chilled, nei",2004,1331,"",5863,""
"Norway","Salmons, fresh or chilled, nei",2005,1397,"",6924,""
"Norway","Salmons, fresh or chilled, nei",2006,1044,"",6639,""
"Norway","Salmons, fresh or chilled, nei",2007,1543,"",8030,""
"Norway","Salmons, fresh or chilled, nei",2008,1744,"",9856,""
"Norway","Salmons, fresh or chilled, nei",2009,3059,"",15795,""
"Norway","Salmons, fresh or chilled, nei",2010,4453,"",27742,""
"Norway","Salmons, fresh or chilled, nei",2011,2871,"",18610,""
"Norway","Salmons, fresh or chilled, nei",2012,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2013,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2014,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2015,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2016,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2017,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2018,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2019,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2020,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2021,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2022,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2023,0,"...",0,"..."
"Norway","Salmons, fresh or chilled, nei",2024,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1976,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1977,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1978,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1979,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1980,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1981,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1982,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1983,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1984,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1985,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1986,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1987,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1988,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1989,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1990,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1991,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1992,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1993,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1994,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1995,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1996,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1997,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1998,0,"...",0,"..."
"Norway","Salmons, meat. frozen",1999,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2000,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2001,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2002,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2003,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2004,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2005,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2006,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2007,9309,"",35567,""
"Norway","Salmons, meat. frozen",2008,9511,"",35037,""
"Norway","Salmons, meat. frozen",2009,8034,"",22045,""
"Norway","Salmons, meat. frozen",2010,10936,"",22428,""
"Norway","Salmons, meat. frozen",2011,10318,"",26150,""
"Norway","Salmons, meat. frozen",2012,9679,"",32723,""
"Norway","Salmons, meat. frozen",2013,8911,"",30705,""
"Norway","Salmons, meat. frozen",2014,7451,"",31066,""
"Norway","Salmons, meat. frozen",2015,7968,"",27732,""
"Norway","Salmons, meat. frozen",2016,7585,"",23747,""
"Norway","Salmons, meat. frozen",2017,6527,"",25678,""
"Norway","Salmons, meat. frozen",2018,8259,"",35845,""
"Norway","Salmons, meat. frozen",2019,9539.76,"",39405.68,""
"Norway","Salmons, meat. frozen",2020,11674.9,"",41399,""
"Norway","Salmons, meat. frozen",2021,11741.12,"",42991.57,""
"Norway","Salmons, meat. frozen",2022,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2023,0,"...",0,"..."
"Norway","Salmons, meat. frozen",2024,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1976,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1977,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1978,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1979,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1980,0,"...",9,""
"Norway","Salmons, salted or in brine",1981,1,"",12,""
"Norway","Salmons, salted or in brine",1982,0,"...",0,"N"
"Norway","Salmons, salted or in brine",1983,1,"",11,""
"Norway","Salmons, salted or in brine",1984,0,"...",5,""
"Norway","Salmons, salted or in brine",1985,1,"",17,""
"Norway","Salmons, salted or in brine",1986,6,"",86,""
"Norway","Salmons, salted or in brine",1987,0,"...",4,""
"Norway","Salmons, salted or in brine",1988,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1989,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1990,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1991,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1992,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1993,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1994,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1995,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1996,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1997,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1998,0,"...",0,"..."
"Norway","Salmons, salted or in brine",1999,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2000,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2001,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2002,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2003,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2004,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2005,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2006,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2007,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2008,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2009,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2010,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2011,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2012,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2013,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2014,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2015,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2016,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2017,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2018,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2019,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2020,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2021,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2022,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2023,0,"...",0,"..."
"Norway","Salmons, salted or in brine",2024,0,"...",0,"..."
"Norway","Salmons, smoked",1976,15,"",218,""
"Norway","Salmons, smoked",1977,23,"",331,""
"Norway","Salmons, smoked",1978,45,"",626,""
"Norway","Salmons, smoked",1979,71,"",1106,""
"Norway","Salmons, smoked",1980,70,"",1294,""
"Norway","Salmons, smoked",1981,99,"",1480,""
"Norway","Salmons, smoked",1982,95,"",1308,""
"Norway","Salmons, smoked",1983,157,"",2107,""
"Norway","Salmons, smoked",1984,281,"",3552,""
"Norway","Salmons, smoked",1985,467,"",6008,""
"Norway","Salmons, smoked",1986,897,"",12606,""
"Norway","Salmons, smoked",1987,983,"",15891,""
"Norway","Salmons, smoked",1988,686,"",11709,""
"Norway","Salmons, smoked",1989,1294,"",19615,""
"Norway","Salmons, smoked",1990,1853,"",29469,""
"Norway","Salmons, smoked",1991,1763,"",27399,""
"Norway","Salmons, smoked",1992,1602,"",25954,""
"Norway","Salmons, smoked",1993,1676,"",24231,""
"Norway","Salmons, smoked",1994,1964,"",27133,""
"Norway","Salmons, smoked",1995,1835,"",27186,""
"Norway","Salmons, smoked",1996,2113,"",28235,""
"Norway","Salmons, smoked",1997,2446,"",28465,""
"Norway","Salmons, smoked",1998,2677,"",29124,""
"Norway","Salmons, smoked",1999,3255,"",33853,""
"Norway","Salmons, smoked",2000,3359,"",34929,""
"Norway","Salmons, smoked",2001,3602,"",36661,""
"Norway","Salmons, smoked",2002,3689,"",37248,""
"Norway","Salmons, smoked",2003,3488,"",36977,""
"Norway","Salmons, smoked",2004,3896,"",42931,""
"Norway","Salmons, smoked",2005,3519,"",43183,""
"Norway","Salmons, smoked",2006,2329,"",31399,""
"Norway","Salmons, smoked",2007,2502,"",36304,""
"Norway","Salmons, smoked",2008,2286,"",35085,""
"Norway","Salmons, smoked",2009,1908,"",28717,""
"Norway","Salmons, smoked",2010,2181,"",36837,""
"Norway","Salmons, smoked",2011,2062,"",37863,""
"Norway","Salmons, smoked",2012,1984,"",30655,""
"Norway","Salmons, smoked",2013,1956,"",32591,""
"Norway","Salmons, smoked",2014,2191,"",38859,""
"Norway","Salmons, smoked",2015,2185,"",31780,""
"Norway","Salmons, smoked",2016,1956,"",34710,""
"Norway","Salmons, smoked",2017,2249,"",40994,""
"Norway","Salmons, smoked",2018,2478,"",43386,""
"Norway","Salmons, smoked",2019,2387.4,"",41016.49,""
"Norway","Salmons, smoked",2020,1412.85,"E",22609.85,""
"Norway","Salmons, smoked",2021,1686.72,"",29724.12,""
"Norway","Salmons, smoked",2022,2002.11,"",37239.39,""
"Norway","Salmons, smoked",2023,2029.48,"",36388.01,""
"Norway","Salmons, smoked",2024,1904.61,"",32208.92,""
